nbEval,fitness
1,60.2039451673198
2,47.49205089841215
3,47.62827117051479
4,51.979072923657874
5,47.44773066183184
6,48.004113698407465
7,49.55868356302568
8,48.43256596387789
9,47.750002985920155
10,47.96859346772079
11,52.40465287675717
12,46.834070107631426
13,46.457442033907796
14,48.72981177527036
15,47.60306065913361
16,49.41462424740582
17,47.940657843618375
18,50.07386934108488
19,48.50700535586273
20,48.56455389435558
21,49.45818281799899
22,47.738210111253835
23,48.24847326814626
24,48.88824861649356
25,49.21781314474426
26,50.32825119070959
27,51.7602103186846
28,47.044481297855896
29,48.37089542874567
30,49.28308344193501
31,50.340794235470135
32,49.594311692779165
33,49.90812170912306
34,48.85207501254908
35,49.16844388103869
36,48.63741227067853
37,49.62464924534101
38,46.132080357185814
39,48.99244530398653
40,48.62031688240668
41,46.85835921631975
42,49.47743212669683
43,47.24758056221098
44,49.07849730886303
45,48.684428725514245
46,49.48839391423565
47,50.67367843489069
48,48.225269211424404
49,49.451363600280025
50,48.73663684931198
51,47.90373294948374
52,51.92146989437722
53,45.64644432060743
54,51.1678397376259
55,49.61782651949158
56,49.59794474273577
57,49.22508031513838
58,47.528570104323784
59,46.41763610117809
60,50.06227186176685
61,49.50662344424439
62,47.69654935603756
63,46.786855956113875
64,49.646027537170156
65,48.347116926939876
66,50.126021557561806
67,50.056357329246254
68,47.94912301374665
69,48.21693447458829
70,47.79521489128204
71,50.93348997687039
72,50.48651601276118
73,49.16469890894137
74,49.03542654681488
75,47.049585127742056
76,48.77010276642146
77,48.95667390569382
78,46.98491750330566
79,50.82591664090695
80,49.59003324755454
81,48.686267958871504
82,47.96963614447843
83,48.41005940367396
84,49.07664238063136
85,47.77799091223819
86,48.85150965903576
87,47.065047481042065
88,48.36979137599299
89,50.3735417689036
90,48.6187978997625
91,49.34086743712227
92,47.30140904610525
93,47.96083751853296
94,47.746719314683716
95,48.05634336763883
96,47.176893276357305
97,46.83121616282898
98,51.883216333925525
99,50.10025702693563
100,48.563923563250185
101,47.92657158555669
102,48.268988199551266
103,48.36818419343672
104,47.73339593667283
105,48.253562106287525
106,49.209447192814096
107,50.41082821998263
108,47.8050337319271
109,49.56302048001446
110,50.23616222231644
111,49.256311994929455
112,49.79061237624319
113,49.394084609240366
114,47.781911827351074
115,48.24557185458018
116,48.37125662435259
117,48.542583354933406
118,50.52737711344812
119,49.09617068292474
120,51.41910285076694
121,49.56064126695029
122,50.37368022754534
123,48.10615401153715
124,47.808892831776944
125,48.7841308233462
126,49.17661276850227
127,49.829330193907424
128,50.078180403152324
129,48.50917306574718
130,48.52657485713891
131,51.56350157048973
132,47.10167160811898
133,49.6799438571333
134,52.15531550772066
135,47.58199589092682
136,46.57234899377797
137,48.052812219850715
138,48.0665977835231
139,46.43695369413152
140,51.078948376006224
141,47.18391807653417
142,52.627918567822796
143,48.380382458134974
144,46.94216748561463
145,46.98603301937568
146,49.79859421294792
147,48.4152912615277
148,50.28146832148185
149,50.54315576605338
150,48.93863949188638
151,46.41939925170578
152,51.68679183375389
153,49.42649042220249
154,47.76410047851902
155,51.78626682624651
156,48.38196185529582
157,49.538338181569614
158,49.370811251907405
159,48.084692062574206
160,49.594293465285126
161,49.62702698774683
162,50.49423284804864
163,48.259637226987266
164,46.64950394810012
165,49.24565150893714
166,49.79435035362957
167,48.913348987613674
168,48.607459401408704
169,48.54462584084877
170,48.37519288152222
171,48.32768702043859
172,49.28550801262003
173,46.619305166153076
174,49.95362949095822
175,49.33835915768386
176,50.43394612203242
177,47.04241453617907
178,47.164362543380534
179,49.34819940118221
180,50.77556931018329
181,50.124023830379244
182,46.79972930814456
183,48.370519467167085
184,49.889799169805926
185,49.78144840331953
186,49.218184772779416
187,50.780555329030555
188,49.841620300207786
189,50.34433146735874
190,47.956942879818264
191,48.91985074834436
192,51.41733819550193
193,50.68184126030486
194,46.66252997346651
195,50.88437157957283
196,47.87386628725736
197,47.7600639995754
198,48.6377733825915
199,50.31016464733668
200,49.39326441360497
201,49.01283971006206
202,54.22614236629813
203,49.946311959346986
204,48.02022666105967
205,48.31127894007151
206,47.83186231710613
207,47.02877658962413
208,49.08839294273409
209,48.72273042428134
210,49.4943834320421
211,47.3423102637673
212,50.341969950056246
213,47.61244062388993
214,51.2446405945419
215,50.41980371333602
216,47.885768627370794
217,48.41929170320134
218,48.91908009402593
219,48.62719584032956
220,46.40432483674162
221,47.5529859289389
222,49.937956528049405
223,49.67244150142373
224,48.096319981438995
225,47.83747964858358
226,50.16862198706724
227,51.125686579967734
228,49.08720478631274
229,50.65589800546744
230,46.85020508630801
231,49.14669249252068
232,49.173048294477276
233,47.631044805942246
234,49.76989286144568
235,48.39570595311696
236,48.692734604218714
237,48.439383207271185
238,48.830577798856645
239,48.66549713115115
240,49.33391769915954
241,50.42582308132329
242,48.20710168260961
243,49.21685767509779
244,48.61327962761496
245,48.9765632950927
246,49.488221910600004
247,48.499840340974245
248,49.04650445472431
249,51.85802024847789
250,48.370780275366194
251,50.32897208420231
252,48.16239045186121
253,47.900272280787924
254,47.249237217174525
255,48.55817243343172
256,48.20212717193368
257,49.409840418403675
258,48.24243617958981
259,49.99800298070809
260,47.354833311432586
261,47.304017888859214
262,47.85103077667803
263,51.24034800603878
264,47.558987024578165
265,48.55823585015631
266,49.02030862126065
267,46.373587566544224
268,51.08895701277281
269,48.92270240233763
270,51.0185997550423
271,51.358981588479494
272,48.886479191424044
273,47.63915453104116
274,48.72339467524934
275,48.607958256555406
276,47.53398214727455
277,46.540158255272424
278,49.74901942166164
279,50.296370888420995
280,48.57347905029698
281,46.552061068983484
282,51.613151389911245
283,47.09919355423129
284,48.296335712397045
285,49.03544466355227
286,50.48546058094239
287,52.27685179196305
288,45.51334050370137
289,49.06904348543184
290,52.18563576645233
291,49.533364534394934
292,47.296243595156156
293,48.11556697301667
294,48.78166774140748
295,47.70658105074324
296,50.0845945964367
297,49.19016746536772
298,48.42347737265888
299,48.70581085298287
300,48.89071844306363
301,50.25973690424927
302,49.14943751839258
303,48.133052891882215
304,48.150079429586015
305,50.56423345044475
306,45.88877215860478
307,48.86382180040463
308,47.973710874322336
309,48.91889004005684
310,50.37528616772233
311,47.897167328500515
312,49.679180051437214
313,47.178178131136754
314,49.48946145561953
315,52.291926162073224
316,53.417133885743624
317,50.665238087541674
318,47.749375870768105
319,47.03828646846934
320,47.626739238860026
321,49.42080764805515
322,49.5878445477739
323,53.21030627407078
324,49.791304913517564
325,50.42530557344703
326,50.4926432499962
327,48.757151304613586
328,47.72157875016136
329,47.329038726903484
330,47.779683374188004
331,48.23332561068534
332,48.685348804138464
333,48.30628095925118
334,47.34296958806729
335,50.46628232241043
336,49.229099413550834
337,46.74791470111129
338,49.09002780043027
339,47.39788360003144
340,49.45794244816788
341,46.85595029715871
342,49.494151759367504
343,47.17324537397873
344,50.17658098634397
345,48.231425402763456
346,51.038070180450205
347,47.26421630370547
348,49.133641289051496
349,48.137055871187044
350,51.39160885217581
351,51.16885698845646
352,48.48404063081598
353,50.72958372023
354,48.57527565936814
355,47.89594696719116
356,47.37322302919247
357,48.702394131639494
358,49.62496984711769
359,48.42167332108892
360,47.506946471141525
361,48.251226022179004
362,47.39920882361962
363,49.31344109608427
364,50.18134990478936
365,47.546317859771804
366,49.01002052431715
367,46.728319115882975
368,49.109627732232234
369,47.300959178241484
370,48.153529535050424
371,49.98674288180285
372,46.92074714032242
373,50.45434402220584
374,48.15277699120483
375,47.91491336747046
376,49.62247271551545
377,49.79933667066795
378,49.72704712090743
379,48.624734223035304
380,48.15052562092907
381,49.476744458958095
382,48.0770869411949
383,48.23976884778162
384,48.2061076568555
385,51.201168814093535
386,48.19562276481974
387,47.76423308635091
388,48.2597733857989
389,49.154914561738266
390,48.34938918637836
391,50.86520373893535
392,48.58671946002055
393,48.229444529892476
394,47.2167657816255
395,50.158673576380586
396,48.10735922924974
397,49.164627339071046
398,48.674384562913
399,49.76324583078742
400,47.03430033595864
401,52.00653970943057
402,48.913912899285386
403,50.21748033392189
404,50.46376520373618
405,49.45249470497828
406,47.62034523160875
407,53.523860521143824
408,49.937114977171106
409,49.29850108711948
410,52.637029818557494
411,51.335023654070696
412,48.91489236404291
413,49.404300100162125
414,48.51195106178076
415,49.91339401271384
416,51.25670533252871
417,49.364015878700485
418,49.44906991668891
419,47.74982800663815
420,47.68322890756619
421,48.296653945684525
422,49.69287619436806
423,49.45647256431507
424,47.58143331685512
425,49.679468622730035
426,46.944518739380385
427,47.45515278409237
428,48.66442356154624
429,50.26357313008631
430,48.69672869266812
431,52.476662383991126
432,49.330060589672634
433,48.68378205905005
434,48.913216621842764
435,47.37652540753451
436,47.5306552418385
437,49.66633513355553
438,48.732505255931144
439,48.03690935111218
440,50.22803300930237
441,49.03296979404467
442,48.78737117042459
443,49.59005081401657
444,49.2836326735843
445,46.97734787493494
446,46.34815180562471
447,48.72575311291449
448,48.77145007118499
449,47.602621968423996
450,48.32306857999097
451,46.2281404024467
452,49.40988367189798
453,49.66029889496896
454,49.60325755646285
455,49.22856705149857
456,48.32620790945094
457,47.3052597968552
458,48.38132550499035
459,48.23535922052951
460,49.044572281720114
461,49.37708177822924
462,47.463073229266165
463,49.43738775761706
464,48.07733053499792
465,48.426545746421894
466,47.68063916783537
467,47.442245988302474
468,50.19266705516704
469,49.96049719379635
470,49.657497953256424
471,47.64017954536435
472,46.9269803804798
473,48.32506869445626
474,49.36037382763293
475,49.5991889573275
476,51.02064382111981
477,48.90348440696158
478,49.30768567682462
479,46.69976298569567
480,47.13415286668382
481,46.59379005959211
482,49.71450069907016
483,50.5112942528103
484,49.64724693474595
485,46.249111914272504
486,48.456560515400504
487,49.208450099450495
488,47.05011577131158
489,50.19406750334578
490,48.88375958997573
491,47.97787641362624
492,48.51944387562615
493,49.180069575748746
494,48.20104648383095
495,49.429110252170446
496,49.678927182638496
497,49.15226528702923
498,48.231672455833646
499,48.87680654660244
500,51.22005979307644
501,48.373431558229356
502,48.94670276407602
503,50.808215519036914
504,49.0003160594995
505,48.41240487002679
506,48.60416926995002
507,48.68865325829144
508,47.97506888113894
509,47.1650844700177
510,49.64363339275104
511,47.578006977972144
512,50.37505506587065
513,49.33657771776868
514,48.91453150847404
515,52.253117981483875
516,49.92986288722745
517,47.336085724024
518,47.43773158396899
519,53.252753956319175
520,47.958324042551006
521,49.246298029813914
522,51.857282146603
523,47.07169728212102
524,48.47446626752162
525,46.19575125586057
526,48.456872594926025
527,47.29060216156965
528,50.3839575334796
529,47.47063384098988
530,51.16635986637632
531,47.27332929096475
532,47.47364999497837
533,48.31875977615723
534,50.34998047399651
535,50.8933597442934
536,47.13049810365502
537,47.9317509437372
538,51.80367236131457
539,48.703373811395274
540,46.92165103318452
541,47.54759899718589
542,50.62066172937402
543,49.61166294905073
544,49.67922665544669
545,49.49176920079979
546,48.04066061228503
547,48.194484805234644
548,49.3034533091393
549,49.10954080025868
550,48.87059737322219
551,47.41700105715005
552,48.43488391320725
553,46.75116553950436
554,48.54998420489324
555,47.35513018145859
556,52.00109988609604
557,49.422735794477276
558,52.59865636749731
559,47.787758601835606
560,48.00403553275069
561,48.939696741417904
562,48.842491399567635
563,49.255881851278524
564,47.91447901456415
565,48.33180772132495
566,48.955421222475195
567,48.95433899279971
568,48.03706939502993
569,46.824529427651534
570,47.68358018443542
571,49.783926205123
572,50.645717863470416
573,48.87045334016117
574,49.74413586878949
575,48.74302603238266
576,48.43707915690403
577,49.414835685184
578,50.69491229749065
579,49.0390869256088
580,49.31683596002095
581,47.474498410265625
582,49.875327138927176
583,47.690480656970585
584,47.92561623919595
585,49.060141579123766
586,50.717349616220545
587,52.57193682027468
588,47.16593774657146
589,48.83116780600719
590,47.231044962304644
591,50.58385695362574
592,49.71281698990579
593,47.40274319913834
594,51.40655296064156
595,51.72677880380569
596,50.669382718889295
597,51.63409364267627
598,46.544452339993164
599,48.66597467490656
600,47.37326843893405
601,49.799005199199655
602,49.074447189305914
603,48.98199971378667
604,51.63508251398443
605,51.18599410944807
606,48.84367205761071
607,47.11931953796119
608,48.05812406934309
609,49.530218288655796
610,48.044230535188355
611,48.08462267200464
612,48.292779357438796
613,46.51687277860169
614,48.30331732172485
615,48.826023550430506
616,47.431044168214235
617,48.213764995252994
618,50.096960601640355
619,48.74976775299434
620,50.66940599758999
621,51.348999576668874
622,47.404103480476344
623,49.971933335949394
624,53.11018134854338
625,51.77751206696642
626,48.26082543101893
627,49.98582979262745
628,49.09038539093201
629,50.42629424905158
630,49.28081923140069
631,49.292132821276596
632,47.106186274559896
633,49.18691143920149
634,50.37160965127777
635,49.665556857322535
636,48.98511619704828
637,49.90790033155843
638,47.85162438592681
639,49.464035076944306
640,50.051122148190665
641,49.69183594573785
642,49.00339917893712
643,46.213767729088936
644,51.324831866583985
645,48.36269277527598
646,49.301796030229674
647,47.92378005515583
648,47.99093190102379
649,47.649318958869074
650,50.41325306254775
651,49.677459275867776
652,47.48643134328119
653,50.66840833114828
654,47.12149967138845
655,47.13687727527316
656,48.55828527219685
657,49.173101848093154
658,52.61984671123794
659,46.7530874923222
660,49.98626363159258
661,50.76105421700331
662,47.09062163394884
663,47.493396369926934
664,47.18809290611922
665,49.631921497512636
666,49.28843185992856
667,49.532104807602096
668,48.90807804217054
669,47.92972558902514
670,50.8512134578098
671,49.551244150944264
672,48.097058416085126
673,47.42797177237967
674,54.81150518140843
675,48.39475661317671
676,48.794518369523225
677,49.443779163338924
678,50.37067564186757
679,47.303858976564086
680,48.01327908510763
681,49.66863375910009
682,48.181591432804666
683,47.54665239634376
684,47.74080672266046
685,49.91593344936222
686,49.2383471252976
687,50.39786468920369
688,48.860312422319964
689,48.02732436118948
690,46.99977040413861
691,52.10449779358645
692,48.64060801889456
693,48.274535287482266
694,49.116303688678876
695,49.93198665477109
696,48.90191885288342
697,47.729155356955275
698,49.71794076451584
699,49.33162341041596
700,48.167164332056
701,48.801934997800885
702,50.89874764729737
703,48.61992032785184
704,48.75829133499799
705,49.64369161568851
706,48.23441826552218
707,51.495996744054025
708,50.94797212143863
709,49.48599435201021
710,48.92766604156793
711,46.82027228053739
712,48.8623057660935
713,48.790667581687316
714,47.48643902759035
715,48.80364402614498
716,50.4765944994118
717,47.403666614245154
718,50.53906633188076
719,48.21527014784464
720,48.5995523294788
721,47.848109859159585
722,48.719395254692266
723,48.69496567118955
724,48.144753490940595
725,49.151850635282315
726,49.71340204833726
727,50.51343322459132
728,50.22772669538923
729,49.0671651411812
730,48.99514855980221
731,47.70625000877033
732,49.13815305953076
733,49.28806954372453
734,48.386195180951354
735,47.20974719309475
736,49.67875630411043
737,49.231848825087035
738,48.293684780346915
739,50.733762088766916
740,48.29515032063309
741,49.928243408423356
742,50.25274183522733
743,51.7403046495558
744,51.157081654692924
745,48.25271997080434
746,49.558544453625714
747,47.31495639744672
748,47.410069086364565
749,49.3829918298649
750,50.12948314438544
751,46.997503327962875
752,50.27162686291749
753,46.651563970407814
754,49.97117453785892
755,50.23708047621168
756,50.480583813045094
757,48.426592039210085
758,50.30108814137647
759,48.89928065584801
760,51.810760962606956
761,49.13017697139892
762,49.10360995969259
763,47.41599965329647
764,49.16640997275283
765,47.51807387776911
766,48.641223525392434
767,49.14982134645256
768,49.07307184631103
769,48.00948618342869
770,47.38603779394124
771,46.69327855638225
772,49.33135747558543
773,49.89777599489578
774,46.9201461870531
775,48.91001063339396
776,45.80140722789133
777,47.48085076322885
778,49.662670711140144
779,47.778808165053334
780,50.15280673664285
781,48.93598467884168
782,47.696941259061994
783,48.54411196764623
784,46.38033716741922
785,49.18468784078981
786,47.65706064850895
787,47.58242750648904
788,47.30013965842237
789,49.14978319227641
790,49.43988575196879
791,48.02682413511554
792,47.47670357270009
793,49.76376123579004
794,48.929018880156654
795,48.23106826706574
796,48.26417392523914
797,47.21035696805918
798,48.84902753596738
799,51.30764731541823
800,48.1564610436147
801,48.91266587092244
802,50.51866432318542
803,48.74584731373429
804,47.962298385738805
805,49.410314047837254
806,48.154229197087155
807,47.43493581123611
808,47.82997681100719
809,47.29238560763425
810,48.35663780427521
811,49.6316708283117
812,47.10089041437436
813,48.518854682863
814,47.61805644461602
815,49.564623656285825
816,46.89541884471449
817,46.140372821300645
818,48.085248813901124
819,49.31829037076327
820,50.32091472221019
821,51.590426184224576
822,49.24247474747475
823,48.920048091206176
824,47.17689401782572
825,48.0299335429792
826,49.5721584333852
827,49.36358339512653
828,52.468893669969496
829,48.09445537828471
830,47.16318108874126
831,49.90717309436347
832,50.411440471937766
833,46.87230142653616
834,48.121519994739806
835,49.05162419924416
836,48.62173265785786
837,50.400552302766876
838,50.4596756803568
839,49.27258774360456
840,46.29577121912744
841,50.1477800352597
842,47.91225786056766
843,46.838653231228704
844,48.7262319058149
845,47.41256912445283
846,47.22771570166015
847,47.274161300730576
848,48.077692903322735
849,48.804593235031476
850,48.37018696380732
851,47.728789978153365
852,48.41660693197554
853,47.73718528636969
854,52.57853370972565
855,48.68429713629308
856,49.48071707890206
857,48.761561964007804
858,48.43651993034056
859,47.06232467466604
860,49.78145953311392
861,51.85132601792913
862,49.94023837721304
863,48.65283773172705
864,48.32724252728122
865,47.49905456736535
866,48.99158993358008
867,48.19890129163347
868,49.29427934280488
869,49.03697124079769
870,48.17902129675735
871,51.05627493554062
872,50.252708791645496
873,48.05830009880898
874,49.726314880116156
875,47.97170084512867
876,48.08104511290368
877,50.69998521548543
878,48.260920902283125
879,49.47697165375474
880,49.72671831987815
881,50.94250446635121
882,47.340620009935
883,46.6849580520314
884,48.994493694586566
885,48.26813179775448
886,48.43413549191608
887,49.27565679819549
888,49.33151272814875
889,49.60780859068983
890,48.058173310965536
891,49.815662246071525
892,49.850782560662594
893,49.20461973444654
894,50.26721785284577
895,47.877532239969376
896,46.99168576943928
897,52.265492144093145
898,46.848644572411054
899,48.388508426378976
900,47.579743832055165
901,51.00367516105324
902,47.160077567019336
903,48.1615846360525
904,49.6593926787222
905,49.166555581215036
906,49.059110495734885
907,48.21855370481627
908,51.16802570963464
909,50.384701879576134
910,50.6294441843416
911,47.03438526353676
912,47.465854152082855
913,47.81324418697775
914,48.114997365143445
915,47.76785061458435
916,47.68566172586588
917,47.04582328178784
918,48.403175608289764
919,48.83834139977812
920,47.9568611749591
921,49.37745969358585
922,48.98407599101676
923,48.09987603820615
924,49.035123048677605
925,48.93986360012967
926,49.16629830946199
927,50.00556832013876
928,47.57757659827414
929,48.880656108597286
930,50.19235200776318
931,48.65956298893316
932,48.7225623650372
933,51.03412914896564
934,49.52521742715918
935,47.7769996639211
936,47.29759521692472
937,49.129059852363845
938,48.33222833764531
939,50.399822365815
940,48.461334837118486
941,48.47058087924575
942,47.49613318426784
943,48.608893986453005
944,49.64054390931421
945,52.36441633705279
946,50.294161527004974
947,50.115104185209645
948,48.221246142810585
949,51.236886145330395
950,50.04949260982251
951,48.30926118647577
952,49.49569818386092
953,48.87143370575647
954,49.592036115401044
955,49.47685639538194
956,49.152208132818586
957,47.83196413808645
958,49.91280201670389
959,49.801858574432075
960,50.10057999294164
961,48.98156923611162
962,49.36724067473775
963,47.51451746567847
964,48.62779979655852
965,50.92107270134264
966,48.973635230760785
967,51.66039188648614
968,48.59306944499572
969,49.7525807052926
970,48.22636658870599
971,50.465721807611324
972,47.84999016194937
973,48.105341337333364
974,49.722501362658114
975,48.338032253300256
976,47.743989990201285
977,51.900397173238694
978,48.166783501192334
979,48.564143489451155
980,47.16670274002029
981,48.34020366802102
982,49.3612123191709
983,47.02408606912381
984,46.29012452885809
985,48.897618943413256
986,51.40904476464654
987,51.6515716644896
988,50.692018057299585
989,48.91630634608771
990,50.59680006232443
991,50.28302500299694
992,47.79578572274104
993,47.7334957605246
994,51.0223528264105
995,47.06485596343086
996,50.465857003190585
997,48.95796287225271
998,48.414601152881914
999,48.63482678380417
1000,48.52964374333959
